timestamp,eventType,contentId,personId,sessionId,userAgent,userRegion,userCountry
1465415060,VIEW,a27,4.25E+18,8.74E+18,,,
1465413743,VIEW,a38,-8.76E+18,1.40E+18,,,
1465415565,VIEW,a40,8.24E+18,8.52E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465413879,BOOKMARK,a43,3.61E+18,1.14E+18,,,
1465415695,VIEW,a43,1.91E+18,9.12E+18,,,
1465413954,BOOKMARK,a12,-8.76E+18,1.40E+18,,,
1465413735,VIEW,a47,3.61E+18,1.14E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465414324,VIEW,a32,-1.48E+18,5.33E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1465413771,VIEW,a25,3.61E+18,1.14E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465413781,VIEW,a4,3.61E+18,1.14E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465413864,VIEW,a43,3.61E+18,1.14E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465415756,LIKE,a55,1.91E+18,9.12E+18,,,
1465413046,VIEW,a57,-8.85E+18,1.26E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465415686,VIEW,a37,2.77E+18,2.48E+17,,,
1465413867,LIKE,a22,3.61E+18,1.14E+18,,,
1465413873,BOOKMARK,a62,3.44E+17,-3.17E+18,,,
1465415690,VIEW,a51,1.91E+18,9.12E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465415949,VIEW,a67,3.61E+18,1.14E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465413845,LIKE,a65,3.44E+17,-3.17E+18,,,
1465413689,VIEW,a38,-1.09E+17,4.98E+18,,,
1465413735,VIEW,a10,3.61E+18,1.14E+18,,,
1465413946,LIKE,a33,-8.76E+18,1.40E+18,,,
1465414478,VIEW,a17,7.02E+18,-6.34E+17,,,
1465413752,VIEW,a61,6.88E+18,4.15E+18,,,
1465414324,VIEW,a15,-1.48E+18,5.33E+18,,,
1465415574,VIEW,a55,8.24E+18,8.52E+18,,,
1465414493,VIEW,a60,7.02E+18,-6.34E+17,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",RJ,BR
1465413751,VIEW,a70,6.88E+18,4.15E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465413689,VIEW,a70,-1.09E+17,4.98E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465413781,VIEW,a43,3.61E+18,1.14E+18,,,
1465413762,VIEW,a28,3.44E+17,-3.17E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1465412561,VIEW,a19,-1.03E+18,3.62E+18,,,
1465413171,VIEW,a21,7.78E+18,-8.31E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465415430,VIEW,a59,8.24E+18,8.52E+18,,,
1465413763,LIKE,a2,3.61E+18,1.14E+18,,,
1466034854,VIEW,a27,-1.39E+18,5.11E+18,Android - Native Mobile App,SP,BR
1466034403,VIEW,a7,-1.39E+18,5.11E+18,Android - Native Mobile App,SP,BR
1466033932,VIEW,a48,3.61E+18,-5.43E+18,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,SP,BR
1466034236,VIEW,a4,-1.39E+18,5.11E+18,Android - Native Mobile App,SP,BR
1466034456,COMMENT CREATED,a1,-1.39E+18,5.11E+18,,,
1466034895,COMMENT CREATED,a65,-1.39E+18,5.11E+18,,,
1466033622,VIEW,a20,-8.42E+18,-1.57E+18,,,
1466034855,VIEW,a20,-1.39E+18,5.11E+18,,,
1466033617,VIEW,a42,-8.42E+18,-1.57E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1466034780,VIEW,a49,-1.03E+18,-5.54E+18,,,
1466034780,VIEW,a59,-1.03E+18,-5.54E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.33 Safari/537.36",NY,US
1466034466,VIEW,a51,-1.39E+18,5.11E+18,Android - Native Mobile App,SP,BR
1466034457,FOLLOW,a34,-1.39E+18,5.11E+18,,,
1466033937,VIEW,a15,3.61E+18,-5.43E+18,,,
1466034818,COMMENT CREATED,a53,-1.03E+18,-5.54E+18,,,
1466034237,VIEW,a33,-1.39E+18,5.11E+18,,,
1460566380,LIKE,a33,-1.60E+18,6.42E+18,,,
1460566003,VIEW,a67,-1.60E+18,6.42E+18,Android - Native Mobile App,SP,BR
1460566746,VIEW,a53,5.62E+18,-5.29E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460566250,VIEW,a8,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566179,VIEW,a42,-1.60E+18,6.42E+18,Android - Native Mobile App,SP,BR
1460566517,FOLLOW,a27,-1.09E+17,-9.14E+18,,,
1460566919,VIEW,a52,-6.15E+18,5.54E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR
1460568722,VIEW,a43,-4.59E+18,-7.81E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566378,VIEW,a41,-1.60E+18,6.42E+18,Android - Native Mobile App,SP,BR
1460566382,VIEW,a26,-1.60E+18,6.42E+18,Android - Native Mobile App,SP,BR
1460566210,VIEW,a11,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567442,VIEW,a16,-2.34E+18,-1.79E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",CA,US
1460566763,VIEW,a30,5.62E+18,-5.29E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460566388,VIEW,a57,-1.60E+18,6.42E+18,Android - Native Mobile App,SP,BR
1460569552,VIEW,a37,4.34E+18,6.17E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566765,VIEW,a70,5.62E+18,-5.29E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460566421,VIEW,a53,5.68E+18,-7.04E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567374,VIEW,a25,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460570095,VIEW,a12,3.89E+18,-8.57E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460566310,VIEW,a47,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566083,VIEW,a35,-2.05E+18,4.40E+17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460565500,VIEW,a5,3.43E+18,-8.09E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460566206,VIEW,a49,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566393,LIKE,a36,-1.60E+18,6.42E+18,,,
1460570179,VIEW,a11,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460568694,VIEW,a67,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460568778,VIEW,a10,4.34E+18,6.17E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567399,VIEW,a64,-2.77E+18,-4.46E+18,Android - Native Mobile App,SP,BR
1460566878,VIEW,a49,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566292,VIEW,a22,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566207,VIEW,a30,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566206,VIEW,a5,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566206,VIEW,a68,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566293,VIEW,a48,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567399,BOOKMARK,a11,-2.77E+18,-4.46E+18,,,
1460570192,VIEW,a62,3.89E+18,-8.57E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460567332,VIEW,a58,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566204,VIEW,a41,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566250,VIEW,a14,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460567358,VIEW,a13,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566338,VIEW,a58,2.28E+16,8.22E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",SP,BR
1460567854,VIEW,a34,-1.60E+18,6.42E+18,Android - Native Mobile App,SP,BR
1460566206,VIEW,a11,-2.63E+18,-8.67E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460568041,VIEW,a36,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567257,VIEW,a52,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567364,VIEW,a29,-7.99E+18,7.07E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460570194,VIEW,a20,-1.44E+18,-7.30E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566506,VIEW,a40,5.68E+18,-7.04E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460569153,VIEW,a48,3.09E+18,7.37E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460569522,COMMENT CREATED,a53,4.34E+18,6.17E+18,,,
1460567995,VIEW,a51,-1.09E+17,-9.14E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460568099,COMMENT CREATED,a34,-1.09E+17,-9.14E+18,,,
1463321913,VIEW,a9,-7.00E+18,-1.57E+17,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36",?,JP
1463321788,VIEW,a26,-1.44E+18,3.39E+18,Android - Native Mobile App,SP,BR
1463320644,VIEW,a59,-1.44E+18,3.39E+18,Android - Native Mobile App,SP,BR
1463322076,COMMENT CREATED,a3,8.77E+18,-4.61E+18,,,
1463321888,VIEW,a37,8.77E+18,-4.61E+18,Android - Native Mobile App,NJ,US
1463321913,VIEW,a47,-1.44E+18,3.39E+18,Android - Native Mobile App,SP,BR
1463322037,LIKE,a30,8.77E+18,-4.61E+18,,,
1461604372,VIEW,a8,5.40E+18,8.03E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461603526,VIEW,a67,-1.99E+18,-5.66E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461602131,VIEW,a65,-7.50E+18,-4.03E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461601860,VIEW,a39,-1.37E+18,2.83E+18,Android - Native Mobile App,RJ,BR
1461602493,VIEW,a25,-1.37E+18,2.83E+18,Android - Native Mobile App,RJ,BR
1461601312,VIEW,a34,4.95E+18,2.14E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461604263,VIEW,a27,5.40E+18,8.03E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461601382,VIEW,a60,6.94E+17,-8.52E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461603158,VIEW,a23,5.13E+18,-6.21E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461601885,VIEW,a32,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461601421,VIEW,a20,2.77E+18,9.17E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR
1461603707,VIEW,a69,-6.67E+18,-3.83E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",MG,BR
1461601916,VIEW,a21,1.12E+18,8.21E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",SP,BR
1461603338,VIEW,a52,2.11E+18,6.79E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461601991,VIEW,a40,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461603354,LIKE,a14,2.11E+18,6.79E+18,,,
1461600981,VIEW,a54,6.71E+17,5.91E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461603162,VIEW,a59,5.13E+18,-6.21E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461603161,LIKE,a28,5.13E+18,-6.21E+18,,,
1461603915,VIEW,a36,-1.09E+17,-7.80E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461602254,LIKE,a63,-7.50E+18,-4.03E+18,,,
1465846035,VIEW,a2,-3.39E+18,-6.74E+18,,,
1465846643,VIEW,a70,3.17E+18,-4.17E+17,,,
1465843831,VIEW,a41,-8.31E+18,1.80E+18,,,
1465846347,VIEW,a4,3.64E+18,9.06E+18,,,
1465847832,VIEW,a38,-2.63E+18,3.35E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",GA,US
1465846653,VIEW,a14,3.64E+18,9.06E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",TX,US
1465847801,VIEW,a60,-9.02E+18,6.92E+18,,,
1465844843,VIEW,a44,3.64E+18,9.06E+18,,,
1465847669,VIEW,a47,-1.03E+18,-4.18E+18,,,
1465846034,VIEW,a14,-3.39E+18,-6.74E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465844042,VIEW,a59,6.94E+18,-1.35E+18,,,
1465844365,VIEW,a9,3.92E+18,-6.17E+17,,,
1465846859,VIEW,a8,8.24E+18,8.16E+18,,,
1465843830,VIEW,a53,-8.31E+18,1.80E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1465846678,LIKE,a22,3.17E+18,-4.17E+17,,,
1465843988,VIEW,a66,7.58E+18,3.55E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465847839,VIEW,a21,7.57E+18,-6.48E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465844511,VIEW,a24,-3.39E+18,-6.74E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465846643,VIEW,a10,3.17E+18,-4.17E+17,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465846302,VIEW,a52,3.64E+18,9.06E+18,,,
1465847669,VIEW,a59,-1.03E+18,-4.18E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.33 Safari/537.36",NY,US
1465847698,VIEW,a50,-1.03E+18,-4.18E+18,,,
1465847653,VIEW,a43,-2.46E+18,5.19E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",MG,BR
1465845504,LIKE,a53,-6.94E+18,4.55E+18,,,
1465846851,VIEW,a18,8.24E+18,8.16E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465846305,BOOKMARK,a11,3.64E+18,9.06E+18,,,
1465846306,LIKE,a1,3.64E+18,9.06E+18,,,
1465847809,VIEW,a5,7.21E+18,7.22E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465846228,VIEW,a57,3.94E+18,-5.29E+18,,,
1465847998,VIEW,a60,1.30E+18,-8.99E+18,,,
1465845494,LIKE,a15,3.30E+18,-4.94E+18,,,
1465845357,VIEW,a9,2.96E+18,-2.44E+18,Android - Native Mobile App,SP,BR
1465844512,VIEW,a39,-3.39E+18,-6.74E+18,,,
1465846297,VIEW,a1,4.31E+18,-3.90E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/50.0.2661.102 Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465847809,VIEW,a8,7.21E+18,7.22E+18,,,
1465845936,VIEW,a32,4.31E+18,-3.90E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/50.0.2661.102 Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465844832,VIEW,a53,3.64E+18,9.06E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",TX,US
1465847840,VIEW,a49,7.57E+18,-6.48E+18,,,
